mass, radius
0.9994237425387567, 8017.879470287851
1.1169054226523503, 8235.477344027307
1.2356457027376726, 8458.98062390706
1.3578374196592238, 8649.859926282752
1.4971476759020206, 8845.04647437698
1.6336929059315204, 9044.466160974926
1.8038394334035752, 9251.184962877063
2.0079459210716175, 9483.016302115542
2.1955581388728627, 9720.657250616909
2.4202867944058584, 9942.830962672928
2.637854947824415, 10148.217689265795
2.9315646876730796, 10402.52834322275
3.2080821316099493, 10657.476017594117
3.5450796615119975, 10895.197646880717
3.8449738071671966, 11120.257188642589
4.217916841763851, 11386.666767917446
4.657200090608211, 11659.458759282705
5.108945068413766, 11900.305463546681
5.622719513540025, 12198.522801545176
6.208308700788096, 12490.764543098918
6.84374870023126, 12803.778571437882
7.507587282328554, 13068.263221602405
8.222405368365564, 13395.749157333034
9.09351738790381, 13701.920153730121
9.95934931127261, 14030.178998960888
