mass, radius
1.0030826258487673, 6343.129182080864
1.1400333425424878, 6529.830589232781
1.2956678278802525, 6782.295217349702
1.4775262875544033, 7013.152075933982
1.7662464456706748, 7366.031204316661
2.0552697358944965, 7650.826085789068
2.399651812681136, 7964.384345044969
2.8685702885755116, 8346.48089207377
3.4060941280857064, 8746.908770807086
4.11304143181287, 9166.547438870693
4.883772385358578, 9584.906469373595
5.7599886794912365, 10022.359305867281
6.458776313046443, 10317.35386323395
7.465183264711404, 10740.195982661018
8.427385132874726, 11105.772505899626
9.449774731491091, 11432.655861865007
9.939401576635413, 11586.75322759712
1.9020815176687789, 7498.707092001773
1.6073107627617464, 7171.405846125344
2.228289360732802, 7806.030969982129
1.2153602381320001, 6662.294925637529
1.0693664149929178, 6442.987478594925
2.6458348737331483, 8180.53041029175
3.131064464151366, 8553.887859677372
3.7936870816364907, 8964.266223309176
4.504562898116521, 9394.332757291095
5.277083130114355, 9801.192608514228
6.955457589813493, 10550.167886026664
7.958483238900345, 10909.276202260726
8.954064253071586, 11268.028893294184
