"mass","radius"
0.5,1.246649269014597
0.8275862068965517,1.4063585735857487
1.1551724137931034,1.529664909467101
1.4827586206896552,1.629678811877966
1.8103448275862069,1.7169383447617292
2.1379310344827585,1.7983438726514578
2.4655172413793105,1.8723645992577076
2.793103448275862,1.9370187073946
3.1206896551724137,1.9959248043596745
3.4482758620689653,2.050874102860689
3.7758620689655173,2.1020846627652645
4.103448275862069,2.1513017173856497
4.431034482758621,2.1987771429121494
4.758620689655173,2.2433937899768353
5.086206896551724,2.2871792502701283
5.413793103448276,2.3300649411976337
5.741379310344827,2.3707091249525547
6.068965517241379,2.4070776253938675
6.396551724137931,2.4408841505646706
6.724137931034483,2.471812777221203
7.051724137931035,2.502262517809868
7.379310344827586,2.5298306345939636
7.706896551724138,2.5571940280497074
8.03448275862069,2.582520544528961
8.362068965517242,2.6075657457113266
8.689655172413794,2.6293500512838364
9.017241379310345,2.647766303271055
9.344827586206897,2.661724239587784
9.672413793103448,2.681797631084919
10.0,2.7000798657536507
