"mass","radius"
0.5,1.0642451047897339
0.8275862068965517,1.2255270220339298
1.1551724137931034,1.34040592238307
1.4827586206896552,1.4328549057245255
1.8103448275862069,1.510613039135933
2.1379310344827585,1.5767322108149529
2.4655172413793105,1.636359803378582
2.793103448275862,1.6898036003112793
3.1206896551724137,1.7382178455591202
3.4482758620689653,1.7823957651853561
3.7758620689655173,1.8239087611436844
4.103448275862069,1.8621483445167542
4.431034482758621,1.8994481302797794
4.758620689655173,1.9325795769691467
5.086206896551724,1.9653459452092648
5.413793103448276,1.9960271939635277
5.741379310344827,2.0258534140884876
6.068965517241379,2.0533229783177376
6.396551724137931,2.0799615792930126
6.724137931034483,2.1062613278627396
7.051724137931035,2.1300024911761284
7.379310344827586,2.154172994196415
7.706896551724138,2.1766037680208683
8.03448275862069,2.1990589424967766
8.362068965517242,2.2196633368730545
8.689655172413794,2.2413357719779015
9.017241379310345,2.261202894151211
9.344827586206897,2.2796379029750824
9.672413793103448,2.298969179391861
10.0,2.316161710768938
