"mass","radius"
0.5,0.6320103630423546
0.8275862068965517,0.7310984954237938
1.1551724137931034,0.8030399680137634
1.4827586206896552,0.8610877990722656
1.8103448275862069,0.9095476269721985
2.1379310344827585,0.9514876753091812
2.4655172413793105,0.9879608452320099
2.793103448275862,1.021156758069992
3.1206896551724137,1.0519332960247993
3.4482758620689653,1.07972913980484
3.7758620689655173,1.1054432317614555
4.103448275862069,1.1293559521436691
4.431034482758621,1.1516893655061722
4.758620689655173,1.1726665198802948
5.086206896551724,1.1924831718206406
5.413793103448276,1.2106158882379532
5.741379310344827,1.2291662693023682
6.068965517241379,1.2462236434221268
6.396551724137931,1.2618210911750793
6.724137931034483,1.2781346887350082
7.051724137931035,1.2930986881256104
7.379310344827586,1.3074631690979004
7.706896551724138,1.3205054551362991
8.03448275862069,1.3345579728484154
8.362068965517242,1.3465870320796967
8.689655172413794,1.3597545772790909
9.017241379310345,1.3709493577480316
9.344827586206897,1.3825686872005463
9.672413793103448,1.3946608901023865
10.0,1.405625358223915
