mass, radius
1.077461365341335, 1.5743340723102435
1.668585146286571, 1.7090074460726172
2.2752648162040505, 1.8129874766841874
2.928612153038259, 1.900906486647381
3.426400600150037, 1.9568938376052118
4.291308027006751, 2.0512847375282344
4.919765941485371, 2.1076254621475132
5.106436609152288, 2.1186209166002055
5.635336834208552, 2.166800008400557
6.319795948987245, 2.2169626337734893
7.004255063765941, 2.264663769384823
7.688714178544636, 2.3082624220601597
7.875384846211553, 2.3159758901640535
8.404285071267816, 2.348975795101214
9.088744186046512, 2.387241219959753
9.804315078769692, 2.42303161347761
10.488774193548386, 2.4572401385438853
