mass,                 radius
# M_earth             # R_earth
0.09932228346847619,  0.7031439353189594
0.14021727271842901,  0.7904850337837852
0.17835349437989412,  0.8428143423691626
0.24189288345040322,  0.9188741157140461
0.3414899378363307,   1.0186986010372534
0.5099310100088715,   1.154841685680127
0.7256862818782321,   1.2802975909981615
1.1011532514980154,   1.4352827313459513
1.8249710948548774,   1.6407191004951516
2.8366310538841084,   1.8496135928542852
4.444596971919164,    2.085098458514142
7.248952771775904,    2.363686843785559
10.567220536887467,   2.591355447534293
0.1184855641655311,   0.7455355133810178
0.2077075853911164,   0.8837143048241823
0.28170452684128583,  0.9715649080898808
0.4172964281044672,   1.0861506172159372
0.6083173009768419,   1.2074991336512666
0.901116640538781,    1.3536830966268623
1.4232893935404878,   1.5345648244952685
2.2122799115905343,   1.744487445099846
3.5793180437449235,   1.9610858213452558
5.698954154260159,    2.223123642014595
8.787378957551985,    2.485282561181079
