mass,                 radius
# M_earth             # R_earth
0.2361430024521311,   0.5000986359862515
0.3052252992866266,   0.5452391899287929
0.40089562442606247,  0.5927943854506038
0.5223473958193049,   0.6391259925833669
0.6591084365374762,   0.6833416726024505
0.6591084365374762,   0.6833416726024505
0.8939193525468166,   0.7450098361853742
1.2319842302757846,   0.8190671545091197
1.725350359020278,    0.8979716762661168
2.4357466761461413,   0.9872257975915382
3.6371870004797917,   1.088363048664066
5.791092524574362,    1.2337887502141058
8.241343083053685,    1.341360977565164
12.013885677095528,   1.4705598947940666
