"pressure","temperature"
5.0e7,800.0
1.0477085697741447e8,981.712799761725
1.5995033183203036e8,1063.435152790207
2.1545312982414436e8,1124.9636742669015
2.712303073064442e8,1174.0215945175428
3.2725237039288825e8,1215.4842724821722
3.834988080076762e8,1251.9778105390951
4.399548821788191e8,1284.3828904629681
4.9660892540274787e8,1313.1334170103669
5.534513140916766e8,1338.9347143867133
6.104738342574342e8,1362.3315301448395
6.67669469497165e8,1383.7228931475317
7.250321305958894e8,1403.4059716579754
7.825564550565296e8,1421.6145351690452
8.402376750108191e8,1438.5348946032823
8.980715027159265e8,1454.3233018271635
9.560540757784071e8,1469.1130488124202
1.0141819067621237e9,1483.01720343651
1.0724518544192848e9,1496.176290571568
1.1308609797228007e9,1508.6937733792854
1.189406606440526e9,1520.633348744258
1.2480863166390095e9,1532.0528071175831
1.3068978068686454e9,1542.9951627931398
1.3658389964186552e9,1553.5078059211476
1.4249078992042017e9,1563.623795686115
1.484102702258558e9,1573.3807196192902
1.543421670836663e9,1582.8027577882776
1.602863217631247e9,1591.9223320326466
1.6624258050192642e9,1600.7541041097757
1.722108030231342e9,1609.3284435499077
1.7819085350804172e9,1617.6547774018188
1.841826042695862e9,1625.7554684042386
1.9018593524161892e9,1633.6451232783859
1.9620072991002789e9,1641.3320377588768
2.0222688105797715e9,1648.8367242827019
2.0826428463595057e9,1656.1634013555947
2.1431283965554807e9,1663.322885240772
2.2037245317321477e9,1670.330159317934
2.2644303492071714e9,1677.1867765662296
2.3252449637967377e9,1683.9016269411695
2.3861675608239946e9,1690.4871711566752
2.4471973500592194e9,1696.9447208394326
2.508333547107566e9,1703.27855883343
2.569575431290118e9,1709.5006212899507
2.6309223050437098e9,1715.6135313847146
2.6923734788951864e9,1721.6177605480202
2.753928287277741e9,1727.5215049281028
2.8155861147145176e9,1733.3317925288463
2.8773463607433205e9,1739.0486986772942
2.939208421460892e9,1744.6735023392844
3.0011717292134886e9,1750.2139637378402
3.063235749042754e9,1755.674194118683
3.1253999576979704e9,1761.0542202605761
3.1876638288412337e9,1766.3493304319038
3.2500277150287375e9,1771.5127231934707
3.312493131938774e9,1776.5076090814478
3.375062064744572e9,1781.3266527488033
3.4377365302636585e9,1785.9624551933098
3.5005183251068892e9,1790.492741928717
3.5634078158003035e9,1795.0620449277312
3.626404827299534e9,1799.6913934949916
3.6895090407519164e9,1804.3809301758936
3.752720143079834e9,1809.1307690767567
3.8160378031877418e9,1813.8729999930908
3.8794616220003e9,1818.5365214182427
3.9429911730737624e9,1823.120321496121
4.006626025639352e9,1827.6225555074388
4.0703657441714478e9,1832.043909509151
4.134209900709516e9,1836.4066793696115
4.198158111491919e9,1840.7342097571964
4.2622100090470757e9,1845.0286037678297
4.326365228500704e9,1849.2898847874426
4.390623404349351e9,1853.5180786854655
4.454984170473263e9,1857.7136652722809
4.519447191478957e9,1861.8795572013182
4.584012158523483e9,1866.017292534292
4.648678773174272e9,1870.1268712270025
4.713446736172581e9,1874.2082952158955
4.778315747443064e9,1878.2615683882066
4.843285506103371e9,1882.2851348868392
4.908355791149224e9,1886.2698363071543
4.97352644489423e9,1890.2111410122175
5.038797334143167e9,1894.1090384510292
5.1041683222770195e9,1897.963527259499
5.169639269836879e9,1901.774525512643
5.235210034847806e9,1905.5419543360179
5.300880478154778e9,1909.2916339507085
5.366650479339479e9,1913.057126959972
5.432519925876861e9,1916.8410255473962
5.498488707428876e9,1920.6433647671015
5.564556714858937e9,1924.4641853495432
5.630723839830689e9,1928.3036084743392
5.696989974493234e9,1932.161740381987
5.763354980364256e9,1935.9575849428861
5.829818618692349e9,1939.6020348636102
5.896380608364682e9,1943.0924460503843
5.963040658114385e9,1946.428921007409
6.029798468825215e9,1949.6116080697639
6.096653733932298e9,1952.640699383346
6.163606139820278e9,1955.5164288973328
6.230655366389811e9,1958.2624188536624
6.297801124115057e9,1960.9694652381859
6.365043135470698e9,1963.6600579645958
6.43238112907897e9,1966.3342277114675
6.499814833070276e9,1968.992003879558
6.567343975096574e9,1971.6334162233677
6.634968282335346e9,1974.2584948440688
6.702687481493592e9,1976.8672701825149
6.770501298856967e9,1979.4601554055364
6.838409494179666e9,1982.0386943372384
6.906411840223762e9,1984.6032831963225
6.97450811593502e9,1987.1539393678147
7.042698099663987e9,1989.690680544327
7.1109815691689005e9,1992.2135247212645
7.179358301771164e9,1994.732700463753
7.247828079059923e9,1997.2820988754372
7.316390684506026e9,1999.8697629814742
7.385045910759908e9,2002.4969602967963
7.453793579668988e9,2005.165234369693
7.522633523897185e9,2007.8751297512463
7.591565577505806e9,2010.6271268304167
7.660589574725528e9,2013.4217096279895
7.729705349961322e9,2016.259365818084
7.798912737797315e9,2019.1405867498095
7.868211573001749e9,2022.065867469055
7.937601690531906e9,2025.035706740388
8.007082928507187e9,2028.0511985018607
8.076655152544197e9,2031.0951426682273
8.146318239366031e9,2034.13079359402
8.216072069074333e9,2037.1508502656711
8.285916521006708e9,2040.1537680054355
8.3558514735881815e9,2043.1380131646786
8.425876804308241e9,2046.1020649078855
8.495992389698325e9,2049.0444169938314
8.566198105309692e9,2051.9635795501017
8.636493825691858e9,2054.8580808370907
8.70687942922454e9,2057.723116808916
8.777354822255796e9,2060.552570484035
8.847919920559662e9,2063.346839392955
8.918574641220041e9,2066.107854140918
8.989318898827394e9,2068.83944916977
9.060152605893326e9,2071.542977350197
9.131075673210304e9,2074.2184142802985
9.202088010090473e9,2076.8657371243694
9.273189524374462e9,2079.4849245953415
9.344380122440298e9,2082.0759569371658
9.41565970921228e9,2084.639483368048
9.487028202835598e9,2087.186409330733
9.55848554658175e9,2089.7256409296156
9.630031692744642e9,2092.2571673809603
9.70166659303561e9,2094.7809780767698
9.77339019858242e9,2097.2970625840867
9.845202459928328e9,2099.8054106442887
9.917103327031042e9,2102.3060154558575
9.98909274906688e9,2104.798906745155
1.0061170674326504e10,2107.2841043657445
1.0133337050401472e10,2109.761598415327
1.0205591824296412e10,2112.2313791594743
1.0277934944964918e10,2114.6937911625723
1.0350366380729914e10,2117.1495613025468
1.042288610706493e10,2119.5988059042525
1.0495494101505976e10,2122.0415137791174
1.0568190341080935e10,2124.477673869988
1.0640974802308279e10,2126.9072752507645
1.0713847461195688e10,2129.330307126035
1.0786808293238756e10,2131.7467588307068
1.0859857273419668e10,2134.1566198296296
1.0932994376205868e10,2136.559879717221
1.1006219575548695e10,2138.956528217083
1.1079532844815552e10,2141.346578742177
1.1152934156517164e10,2143.730863774071
1.1226423499322166e10,2146.112822395103
1.1300000869435234e10,2148.4934766703864
1.1373666266542824e10,2150.872821516664
1.1447419690070887e10,2153.2508518652467
1.1521261139183844e10,2155.627562662021
1.1595190612783386e10,2158.002948867449
1.1669208109507431e10,2160.377005456579
1.1743313627729025e10,2162.7497274190446
1.1817507165555176e10,2165.121109759072
1.1891788720825764e10,2167.4911474954847
1.1966158291112394e10,2169.859835661706
1.2040615873717306e10,2172.227169305762
1.211516146567215e10,2174.5925490568
1.218979504921333e10,2176.9529294736985
1.2264516596473515e10,2179.30706587432
1.2339326074560068e10,2181.6549871254224
1.2414223449920225e10,2183.996690401394
1.2489208688427792e10,2186.332166743619
1.2564281755422533e10,2188.661407304708
1.2639442615708805e10,2190.984403348175
1.2714691233554071e10,2193.301146248105
1.2790027572687496e10,2195.611627488827
1.286545159629857e10,2197.915838664579
1.2940963267035578e10,2200.2137714791756
1.3016562547004223e10,2202.5054177456673
1.3092249397766169e10,2204.7907693860016
1.3168023780337626e10,2207.069940750088
1.3243885670617666e10,2209.3435602676964
1.331983505453775e10,2211.611888436375
1.3395871922109497e10,2213.874916247523
1.3471996262886974e10,2216.1326347763984
1.3548208065893543e10,2218.385057748487
1.3624507319386395e10,2220.6322084104618
1.3700894011047325e10,2222.8740810651216
1.3777368128073973e10,2225.1106669105125
1.3853929657199287e10,2227.3419572259363
1.3930578584689917e10,2229.567943371794
