"pressure","temperature"
5.0e7,700.0
1.1008083522282232e8,817.1091910209007
1.7041673392248893e8,861.5562556316577
2.3098180091140115e8,892.3580188949747
2.9175175217065996e8,916.9211631483345
3.527104277562855e8,938.910516373624
4.1384594184151936e8,957.2768870023325
4.7514928679392326e8,974.570366623248
5.366135322193568e8,990.1097550330089
5.982328671873188e8,1006.3754789811272
6.600025220001938e8,1021.113433988557
7.219184872707088e8,1034.003344002342
7.839771381680046e8,1046.2277723272448
8.461752140448663e8,1058.2229136412152
9.085098293506333e8,1069.2361984524234
9.709783842545487e8,1079.404960010876
1.0335784363307303e9,1089.1831419901075
1.0963077743359752e9,1098.5677535123514
1.1591643838704247e9,1107.5577819714103
1.2221463776184368e9,1116.177479777874
1.2852520239870386e9,1124.4626477519078
1.348479717982121e9,1132.444754659107
1.4118279280260758e9,1140.1466859846066
1.4752952596137376e9,1147.596261944819
1.5388803603394804e9,1154.8088057946136
1.602581991630908e9,1161.8064256824464
1.666398948649433e9,1168.5998369834797
1.7303301272072225e9,1175.2086064197958
1.7943744483494205e9,1181.639339441724
1.8585309120613294e9,1187.9083693795096
1.9227985556539578e9,1194.0217781823728
1.9871764529190254e9,1199.990116022129
2.0516637425440307e9,1205.8245474849057
2.1162595820832975e9,1211.5036259694405
2.180965191958976e9,1216.9238787937775
2.245782272537299e9,1222.1030981865367
2.3107114224615407e9,1227.1515946304314
2.3757521864617925e9,1232.1343700510333
2.440904951694188e9,1236.9739373480384
2.506171661424437e9,1241.6174307149377
2.571552917716567e9,1246.1838752047793
2.6370486820411334e9,1250.7098921236602
2.7026584767870865e9,1255.1957991668644
2.768381859814915e9,1259.6447694989058
2.8342184264513474e9,1264.0588663623525
2.9001677854524856e9,1268.4381172071846
2.966229545147444e9,1272.8143597496476
3.0324033252368307e9,1277.2571635836175
3.0986887571500664e9,1281.7790048784627
3.1650854829053535e9,1286.3802625506814
3.2315931394381094e9,1291.0155325039577
3.2982113071305337e9,1295.6185338735663
3.364939544141344e9,1300.1823612073047
3.431777403404137e9,1304.706982099707
3.4987244423929067e9,1309.1941077592562
3.565780268695059e9,1313.6471675442165
3.6329445085082192e9,1318.066682314705
3.7002167938026605e9,1322.452582101906
3.7675967554243536e9,1326.8025227428122
3.8350840485552635e9,1331.0971297782546
3.9026783548007917e9,1335.3238307609577
3.9703793628280296e9,1339.4824702733113
4.0381867563128095e9,1343.5729028604483
4.106100214100143e9,1347.5997386746703
4.1741193887395086e9,1351.5870219616597
4.2422439154382687e9,1355.5447496461388
4.3104734210206e9,1359.4729948952286
4.378807531162106e9,1363.3717415756091
4.447245870784866e9,1367.2399983976472
4.515788115006038e9,1371.067230209044
4.584434009393642e9,1374.8457804062352
4.653183323694004e9,1378.575649187655
4.722035823129719e9,1382.256849035938
4.790991269182038e9,1385.889290041117
4.860049420656732e9,1389.4857857110244
4.929210061586371e9,1393.0910038405257
4.99847298768111e9,1396.7155604515567
5.067838001623301e9,1400.3595029303885
5.137304907487126e9,1404.0229828894685
5.20687351070041e9,1407.706104389511
5.276543618494051e9,1411.4029504620196
5.3463150582043e9,1415.0888236861485
5.416187665036136e9,1418.7568403022603
5.486161277225692e9,1422.406942772164
5.556235731889294e9,1426.039104182703
5.626410864027276e9,1429.6533985007277
5.69668650702835e9,1433.249813541215
5.767062502897829e9,1436.8295835888428
5.83753872356093e9,1440.3940735098558
5.908115051122964e9,1443.9432704811304
5.978791367278155e9,1447.4771184408755
6.049567552670081e9,1450.9955823483083
6.120443486117654e9,1454.4987208096352
6.191419044796484e9,1457.9865336777364
6.262494113175189e9,1461.4600597980557
6.333668603132737e9,1464.920514543992
6.404942435942465e9,1468.3679021819703
6.476315532808259e9,1471.8021685766053
6.5477878139764805e9,1475.223260533268
6.6193591985128565e9,1478.6311952315052
6.691029603614638e9,1482.0260168130728
6.762798945190504e9,1485.3945680864733
6.834667092757913e9,1488.670008336982
6.906633880372742e9,1491.8248104964662
6.978699121403259e9,1494.8588509266021
7.050862620962766e9,1497.772042566067
7.123124176234815e9,1500.5643336079831
7.195483576799266e9,1503.233003113769
7.267940603521394e9,1505.7730179246953
7.340495030963342e9,1508.2059962109781
7.413146647238106e9,1510.5956246929888
7.485895257323859e9,1512.9738106422565
7.558740672715434e9,1515.3405559043445
7.631682704198152e9,1517.6958627128972
7.704721161849904e9,1520.0397336851272
7.777855855043276e9,1522.3721718173203
7.851086592447575e9,1524.6931804803576
7.924413182030937e9,1527.00276341526
7.997835431062411e9,1529.3012009729784
8.071353175334844e9,1531.5896311349336
8.14496626146912e9,1533.8683581622936
8.218674541180113e9,1536.1373793136088
8.29247786547181e9,1538.3966921513988
8.366376084638241e9,1540.6462945393207
8.440369048264489e9,1542.8861846393436
8.51445660522765e9,1545.1163609089306
8.588638603697835e9,1547.3368220982234
8.662914891139097e9,1549.5476357311036
8.73728533213039e9,1551.7498040482628
8.811749820834871e9,1553.9441199192643
8.886308262048094e9,1556.1305763145706
8.96096055976659e9,1558.3092056268802
9.035706616949514e9,1560.4800410193538
9.110546335756441e9,1562.6430759267848
9.185479617678133e9,1564.7983037268327
9.260506363537987e9,1566.9457180146742
9.335626473491812e9,1569.0853126015452
9.410839847027626e9,1571.2170928521566
9.48614639263917e9,1573.3416605623295
9.561546041663383e9,1575.4595816927513
9.637038733314342e9,1577.5708474566038
9.71262440619701e9,1579.6754492415384
9.788302998306324e9,1581.7733786087967
9.86407444702638e9,1583.8646272923295
9.939938689015034e9,1585.9492220829852
1.001589565997884e10,1588.0271916030608
1.0091945294890951e10,1590.0985282993431
1.0168087528109282e10,1592.1632241465732
1.0244322293379467e10,1594.2207706424351
1.032064953926859e10,1596.2670790749337
1.039706923140978e10,1598.2995566175161
1.0473581341552546e10,1600.3181851291336
1.0550185840535315e10,1602.322946966222
1.0626882698286102e10,1604.3138249787416
1.0703671883823332e10,1606.290802506202
1.078055336525659e10,1608.2538633736683
1.0857527109787518e10,1610.2029918877568
1.093459308371052e10,1612.1381728326112
1.101175125231488e10,1614.0594214139378
1.108900157969673e10,1615.9667542012796
1.1166344030993114e10,1617.862467510253
1.1243778598523499e10,1619.7526594855565
1.1321305285036133e10,1621.6385870832066
1.1398924097315495e10,1623.5202414995022
1.1476635041745651e10,1625.3976140101577
1.155443812430882e10,1627.270695970144
1.1632333350583914e10,1629.1394788135246
1.1710320725745033e10,1631.0039540532907
1.1788400254559984e10,1632.8641132811922
1.1866571941388805e10,1634.7199481675675
1.1944835790182266e10,1636.5714504611706
1.2023191804480412e10,1638.4186119889962
1.2101639987410992e10,1640.2598019211446
1.218018034756356e10,1642.0794304789515
1.2258812900065329e10,1643.8667767803086
1.233753766154292e10,1645.6218048734518
1.2416354647051382e10,1647.3444735654416
1.2495263870133198e10,1649.0347433501015
1.2574265342834524e10,1650.6925763800718
1.2653359075721552e10,1652.317936438866
1.2732545077897121e10,1653.9107889129432
1.2811823357017433e10,1655.4711007638168
1.2891193919308989e10,1656.998840500204
1.2970656769585571e10,1658.4939781502362
1.3050211911265526e10,1659.956485233742
1.3129859346389023e10,1661.3863347346125
1.3209599071258533e10,1662.795351078247
1.3289431063790293e10,1664.1994298180764
1.3369355294848732e10,1665.5999207393793
1.3449371733791063e10,1666.9968213578163
1.3529480349495632e10,1668.39012922999
1.3609681110360428e10,1669.7798419532871
1.3689973984282085e10,1671.1659667075135
1.3770358938512535e10,1672.5485214430128
1.3850835939757217e10,1673.9275073154554
1.393140495421476e10,1675.30292190991
1.4012065947596914e10,1676.6747628509324
1.409281888512713e10,1678.0430278024178
1.4173663731539028e10,1679.407714467453
1.4254600451074966e10,1680.7688205881666
1.433562900893378e10,1682.1264803529693
1.441674938827867e10,1683.4810425114554
1.449796157904741e10,1684.832575635342
1.4579265573646574e10,1686.1810767068641
1.4660661364072624e10,1687.5265427388802
1.474214894191041e10,1688.8689707747922
1.482372829833155e10,1690.2083578884608
1.4905399424092876e10,1691.5447011841225
1.4987162309534891e10,1692.8779977963072
1.5069016944580116e10,1694.2082448897531
1.5150963318731543e10,1695.5354396593223
1.5233001421070997e10,1696.859579329917
1.5315131240257618e10,1698.1806611563973
1.5397352764526115e10,1699.4986824234911
1.5479665981675428e10,1700.813647338086
1.556207087892655e10,1702.1256352456132
1.5644567457802353e10,1703.4349552601686
1.5727155728487825e10,1704.7417226510977
1.5809835704836546e10,1706.0459341549015
1.5892607400365973e10,1707.3475865304094
1.5975470828255892e10,1708.6466765587413
1.6058426001346802e10,1709.9432010432672
1.614147293213829e10,1711.2371568095673
1.6224611632787497e10,1712.5285407053939
1.6307842115107433e10,1713.8173496006295
1.6391164390565403e10,1715.1035803872483
1.6474578470281347e10,1716.3872299792738
1.6558084365026253e10,1717.66829531274
1.6641682085220448e10,1718.9467733456486
1.6725371640931974e10,1720.2226610579287
1.680915304187495e10,1721.4959554513957
1.6893026297407877e10,1722.766670594126
1.6976991424528202e10,1724.0350356486454
1.7061048453020298e10,1725.301228459088
1.7145197417306604e10,1726.5652458171462
1.7229438351551945e10,1727.8270845307666
1.731377128966198e10,1729.0867414241309
1.7398196265281704e10,1730.3442133376357
1.748271331174787e10,1731.59951030837
1.756732246200028e10,1732.85264273777
1.76520237486656e10,1734.1036075519844
1.7736817204102825e10,1735.3524015578357
1.7821702860402603e10,1736.5990215778202
1.790668074938561e10,1737.8434644500899
1.7991750902601013e10,1739.0857270284366
1.8076913351324867e10,1740.325806182274
1.8162168126558556e10,1741.5636987966213
1.824751525902715e10,1742.7994017720855
1.8332954779177784e10,1744.032912024844
1.8418486718804752e10,1745.2655776848287
1.850411111865102e10,1746.4997235375124
1.858982802280127e10,1747.7356751538525
1.8675637476162487e10,1748.9734333527028
1.8761539523541195e10,1750.2129989453422
1.8847534209642654e10,1751.454372735426
1.8933621579070198e10,1752.6975555189354
1.9019801676324448e10,1753.942548084129
1.910607454580262e10,1755.1893512114907
1.9192440231797752e10,1756.4379656736803
1.927889877849792e10,1757.6883922354823
1.936545022998551e10,1758.9406316537545
1.9452094630236473e10,1760.1946846773785
1.95388320231195e10,1761.4505535267012
1.962566245231314e10,1762.708253565772
1.971258596127544e10,1763.96779577857
1.97996025933105e10,1765.2291809958895
1.9886712391609695e10,1766.492410040636
1.9973915399250954e10,1767.7571739831183
2.0061211668896088e10,1769.021259019585
2.01486012629799e10,1770.2833779628343
2.023608424775941e10,1771.5435270965122
2.032366068935658e10,1772.8017027159294
2.0411330653757072e10,1774.057901128058
2.0499094206808884e10,1775.3121186515261
2.0586951414221092e10,1776.564351616614
2.0674902341562492e10,1777.8145963652485
2.0762947054260365e10,1779.0628492510004
2.0851085617599014e10,1780.3091066390764
2.093931809671848e10,1781.5533649063161
2.102764455661323e10,1782.7956204411857
2.111606506213072e10,1784.0358696437725
2.1204579677970043e10,1785.274108925779
2.1293188468680573e10,1786.5103347105166
2.138189149866057e10,1787.7445434329009
2.147068883215573e10,1788.976731539443
2.1559580533257812e10,1790.206895488246
2.1648566665903225e10,1791.435031748995
2.1737647294116665e10,1792.6612512342413
2.1826822495588303e10,1793.8859716457468
2.19160923533172e10,1795.1093003147223
2.2005456952850014e10,1796.3312341636417
2.2094916379698296e10,1797.5517701029253
2.2184470719337646e10,1798.7709050487779
2.227412005720675e10,1799.988635923193
2.2363864478706444e10,1801.204959653953
2.2453704069198734e10,1802.419873174633
2.2543638914005787e10,1803.6333734246018
2.2633669098408947e10,1804.8454573490242
2.272379470764779e10,1806.0561218988626
2.281401582691905e10,1807.2653640308793
2.290433254137562e10,1808.4731807076375
2.2994744936125553e10,1809.6795688975028
2.308525309623102e10,1810.8845255746453
2.3175857106707237e10,1812.0880477190394
2.3266557052521458e10,1813.2901323164676
2.3357353018591866e10,1814.4907763585181
