"pressure","temperature"
5.0e7,400.0
1.2436789038440879e8,405.52921721328426
1.9889229965364856e8,410.6452809279991
2.7356880744715744e8,415.5416140941379
3.483934993107271e8,420.44859577694933
4.233633483046389e8,424.94574932569276
4.9847566104366076e8,428.90996566829267
5.737279946644458e8,432.7108401003881
6.491182046804464e8,436.5140420304853
7.24644271177668e8,440.25256349974967
8.003043926505772e8,443.88202353921776
8.760969287939632e8,447.48310572010587
9.520203576608605e8,451.0595968136242
1.028073302506137e9,454.5037870764039
1.1042544790268323e9,457.8472874922788
1.1805626869332833e9,461.112662554538
1.256996794203976e9,464.302911861028
1.3335557368184412e9,467.42321942009977
1.4102385202398057e9,470.4777472569684
1.487044216912401e9,473.47051669722634
1.5639719380000603e9,476.40474347528476
1.6410208538264272e9,479.2835138103997
1.7181901772052438e9,482.1098234140568
1.7954791581761584e9,484.88595364462253
1.872887094378415e9,487.6148074319782
1.950413307056367e9,490.2978971286293
2.028057160928088e9,492.93796819280016
2.1058180427331023e9,495.5361683035005
2.183695370555912e9,498.09479957369575
2.261688590575667e9,500.61521782431635
2.339797166607406e9,503.09868894311126
2.4180205972014823e9,505.5474121996356
2.496358391396625e9,507.9615555049042
2.5748100855944667e9,510.3433484492563
2.653375235862412e9,512.6936795656176
2.7320534054262905e9,515.0129660228621
2.810844189847372e9,517.3034892713471
2.8897471954361587e9,519.5654674867616
2.968762033452842e9,521.7993964551891
3.0478883451486716e9,524.007363946018
3.1271257816486273e9,526.1895634585
3.2064739964891286e9,528.3461162515995
3.285932666839079e9,530.4789060552696
3.3655014834863777e9,532.5885376956115
3.44518014161144e9,534.6747540419425
3.5249683414433317e9,536.7386689674604
3.6048658088185287e9,538.7817412950074
3.6848722770999093e9,540.8038689418121
3.764987477910772e9,542.8049742058189
3.84521115460907e9,544.7864197575004
3.925543070183671e9,546.749198091436
4.005982993528199e9,548.6931379046044
4.086530690852961e9,550.6181394247957
4.1671859368887353e9,552.5254033633008
4.247948526662791e9,554.4159645978123
4.328818261284136e9,556.2896799426634
4.409794939641883e9,558.1464088243882
4.490878361039924e9,559.9866698420778
4.572068346515037e9,561.8117750094648
4.653364724274819e9,563.621865568642
4.734767323782482e9,565.4168248746624
4.816275972495586e9,567.1965384242534
4.89789050227092e9,568.961842164217
4.979610764593236e9,570.7137586364375
5.06143661696946e9,572.4522495836716
5.143367915824976e9,574.1772236908334
5.225404515774395e9,575.888599245576
5.307546213461808e9,577.5855969751818
5.389792902194273e9,579.2713318419894
5.472144473475636e9,580.945790360896
5.554600842138521e9,582.608241000452
5.63716188857301e9,584.2586052227322
5.719827491544013e9,585.8938695685719
5.802596064455864e9,587.493383457201
5.885464568393082e9,589.0470895286142
5.968429467291235e9,590.5577593828581
6.051487344924399e9,592.0279864375159
6.134634898806672e9,593.4602046645007
6.21786893445204e9,594.8596424012059
6.301187626227564e9,596.2482145642209
6.384590435322494e9,597.6376889371664
6.468077333991296e9,599.028508550415
6.551648632271948e9,600.4239489983817
6.635304756439458e9,601.8229845277532
6.719045698314069e9,603.2204340264254
6.802870896554012e9,604.6149462597424
6.886780113834078e9,606.009941025585
6.970773271030902e9,607.4060073151493
