"pressure","temperature"
5.0e7,1000.0
1.0133485100640571e8,1149.1111683043862
1.5324527422070485e8,1250.979507803576
2.0556238323725566e8,1330.6130475831258
2.5821618633916977e8,1392.5259617204038
3.1116678231307614e8,1443.3285263699452
3.643844896125203e8,1486.4304369863066
4.1784750305409974e8,1523.9261417947446
4.715390535627665e8,1557.192085479879
5.254456427684374e8,1587.1421637670953
5.79556150874143e8,1614.427339509839
6.338612229018022e8,1639.5142370620592
6.883527956407614e8,1662.7444806694482
7.430238392386048e8,1684.3773651693043
7.978681486933291e8,1704.6126637700522
8.528802292361425e8,1723.6106859738463
9.080551436944151e8,1741.4983030887256
9.633883843150845e8,1758.3842428545365
1.018875878960156e9,1774.3704073719216
1.0745139648278031e9,1789.5872575642459
1.1302992192400255e9,1804.1227670106591
1.1862285096657226e9,1818.030193855516
1.242298995392611e9,1831.3613008804643
1.2985079747575738e9,1844.1544200452126
1.3548530164690347e9,1856.4567127554758
1.41133178784159e9,1868.2973004613718
1.4679421767585177e9,1879.717556886913
1.524682145578365e9,1890.7385266319222
1.5815498471847208e9,1901.3987265197243
1.63854350223326e9,1911.713796267318
1.6956614491295724e9,1921.713549503241
1.752902134081624e9,1931.418270989365
1.8102640580309336e9,1940.8426027958938
1.8677458451918278e9,1950.0138214090957
1.9253461665917454e9,1958.9374668604048
1.983063746504078e9,1967.633561510132
2.0408974082379541e9,1976.1212382311148
2.098846009947326e9,1984.4023355640866
2.1569084569082913e9,1992.494682949033
2.2150837318754144e9,2000.412261632675
2.273370843260497e9,2008.1555338770318
2.331768825029645e9,2015.7380003964956
2.3902767903127465e9,2023.173498001735
2.448893879545489e9,2030.4624385046916
2.5076192355900106e9,2037.61033948141
2.566452073266683e9,2044.631579446897
2.625391634370845e9,2051.5293056310547
2.6844371710564756e9,2058.303719054622
2.7435879535593824e9,2064.963467125584
2.8028433128411345e9,2071.51826601881
2.8622025991902595e9,2077.9686656545346
2.921665161951388e9,2084.3148247062104
2.981230368348426e9,2090.5643652058766
3.040897639326095e9,2096.7249609273736
3.1006664137975645e9,2102.7967567112228
3.160536128079872e9,2108.779921891437
3.220506223765539e9,2114.6786120874326
3.2805761916571846e9,2120.5002456283505
3.340745540234011e9,2126.246005565717
3.4010137816998515e9,2131.915978433843
3.4613804263595304e9,2137.5107230389754
3.5218450069689136e9,2143.0359803100323
3.582407090824579e9,2148.4960927137045
3.643066257063006e9,2153.891117656011
3.7038220827605577e9,2159.221113903293
3.7646741431611094e9,2164.4834417944685
3.8256226470602455e9,2169.6510102612883
3.886668652088462e9,2174.7024981257628
3.9478135528548636e9,2179.6339625149853
4.00905875870961e9,2184.4415216128095
4.070405694467727e9,2189.1212483014
4.1318555556612506e9,2193.7069041907516
4.1934084656135316e9,2198.251540699128
4.2550641460457635e9,2202.7608529163754
4.316822238820446e9,2207.234885790612
4.37868238523521e9,2211.6736863658866
4.440644226035116e9,2216.07741013419
4.5027074196485815e9,2220.448781863322
4.564871661088689e9,2224.790202781056
4.627136658288298e9,2229.1016946379636
4.689502118371845e9,2233.383275327687
